Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
34,DAL,Bubba Wells,Austin Peay State University,1,39,395,128,68,34,0.414,0.167,0.721,10.1,3.3,1.7,0.9,0.1,0.013,-5,-0.3
35,PHI,Kebu Stewart,"California State University, Bakersfield",1,15,110,40,31,2,0.462,,0.64,7.3,2.7,2.1,0.1,0.2,0.098,-5.5,-0.1
36,PHI,James Collins,Florida State University,1,23,103,59,14,3,0.382,0.45,0.571,4.5,2.6,0.6,0.1,0,0.008,-5.2,-0.1
37,GSW,Marc Jackson,Temple University,7,387,7572,3238,1655,311,0.446,0.226,0.814,19.6,8.4,4.3,0.8,13,0.082,-3.6,-3.1
38,MIL,Jerald Honeycutt,Tulane University,2,54,632,275,105,36,0.391,0.362,0.632,11.7,5.1,1.9,0.7,0.3,0.02,-3.8,-0.3
39,SAC,Anthony Johnson,College of Charleston,13,793,15552,4432,1358,2274,0.414,0.356,0.745,19.6,5.6,1.7,2.9,23.2,0.072,-2.1,-0.4
40,SEA,Eddie Elisma,Georgia Institute of Technology,,,,,,,,,,,,,,,,,
41,DEN,Jason Lawson,Villanova University,1,17,80,26,27,5,0.6,,0.8,4.7,1.5,1.6,0.3,0.5,0.28,4.8,0.1
42,PHO,Stephen Jackson,Butler County Community College,14,858,27398,12976,3328,2634,0.414,0.333,0.798,31.9,15.1,3.9,3.1,36.1,0.063,0,13.6
43,MIN,Gordon Malone,West Virginia University,,,,,,,,,,,,,,,,,
44,CLE,Cedric Henderson,University of Memphis,5,260,6182,1885,755,419,0.436,0.14,0.715,23.8,7.3,2.9,1.6,3.3,0.026,-2.4,-0.7
45,WAS,God Shammgod,Providence College,1,20,146,61,7,36,0.328,0,0.767,7.3,3.1,0.4,1.8,-0.1,-0.049,-9.6,-0.3
46,ORL,Eric Washington,University of Alabama,2,104,2300,716,216,108,0.402,0.346,0.757,22.1,6.9,2.1,1,0.1,0.002,-3.7,-1
47,POR,Alvin Williams,Villanova University,9,460,12610,4161,1140,1877,0.421,0.313,0.76,27.4,9,2.5,4.1,21.7,0.082,-0.9,3.6
48,WAS,Predrag Drobnjak,,4,278,5542,2187,973,225,0.425,0.34,0.799,19.9,7.9,3.5,0.8,5.6,0.048,-4.2,-3.1
49,ATL,Alain Digbeu,,,,,,,,,,,,,,,,,,
50,ATL,Chris Crawford,Marquette University,7,252,3985,1654,547,154,0.437,0.347,0.824,15.8,6.6,2.2,0.6,6.5,0.078,-2.9,-0.9
51,LAL,DeJuan Wheat,University of Louisville,2,80,740,265,56,127,0.383,0.39,0.7,9.3,3.3,0.7,1.6,0.5,0.034,-4.4,-0.4
52,VAN,C.J. Bruton,Indian Hills Community College,,,,,,,,,,,,,,,,,
53,LAL,Paul Rogers,Gonzaga University,,,,,,,,,,,,,,,,,
54,SEA,Mark Blount,University of Pittsburgh,9,605,13981,4941,2784,513,0.504,0.359,0.723,23.1,8.2,4.6,0.8,18.8,0.065,-2.4,-1.4
55,BOS,Ben Pepper,,,,,,,,,,,,,,,,,,
56,UTA,Nate Erdmann,University of Oklahoma,,,,,,,,,,,,,,,,,
1,PHI,Allen Iverson,Georgetown University,14,914,37584,24368,3394,5624,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99,0.126,2.7,44.1
2,TOR,Marcus Camby,University of Massachusetts Amherst,17,973,28684,9262,9513,1837,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,2.9,35.6
3,VAN,Shareef Abdur-Rahim,University of California,12,830,28882,15028,6239,2109,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,0.9,21.1
4,MIL,Stephon Marbury,Georgia Institute of Technology,13,846,31891,16297,2516,6471,0.433,0.325,0.784,37.7,19.3,3,7.6,77.5,0.117,1.2,25.6
5,MIN,Ray Allen,University of Connecticut,18,1300,46344,24505,5272,4361,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,3,58.1
6,BOS,Antoine Walker,University of Kentucky,12,893,31531,15647,6891,3170,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,0.8,21.9
7,LAC,Lorenzen Wright,University of Memphis,13,778,18535,6191,4943,622,0.459,0.069,0.645,23.8,8,6.4,0.8,30.5,0.079,-2,0
8,NJN,Kerry Kittles,Villanova University,8,507,16929,7165,1983,1295,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,1.9,16.9
9,DAL,Samaki Walker,University of Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089,-3,-1.8
10,IND,Erick Dampier,Mississippi State University,16,987,24003,7309,7005,817,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,0.2,13.1
11,GSW,Todd Fuller,North Carolina State University,5,225,2500,835,674,46,0.422,0,0.668,11.1,3.7,3,0.2,2.2,0.041,-7.1,-3.2
12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,0.479,0.167,0.694,19,6.5,4.5,0.7,15.5,0.064,-3.5,-4.4
13,CHH,Kobe Bryant,,20,1346,48637,33643,7047,6306,0.447,0.329,0.837,36.1,25,5.2,4.7,172.7,0.17,3.9,72.1
14,SAC,Peja Stojakovic,,13,804,26966,13647,3782,1408,0.45,0.401,0.895,33.5,17,4.7,1.8,82.6,0.147,1.5,23.9
15,PHO,Steve Nash,Santa Clara University,18,1217,38069,17387,3642,10335,0.49,0.428,0.904,31.3,14.3,3,8.5,129.7,0.164,1.3,31.2
16,CHH,Tony Delk,University of Kentucky,10,545,11702,4957,1351,1024,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-1.3,2.1
17,POR,Jermaine O'Neal,,18,1011,27364,13309,7261,1369,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66,0.116,0,13.9
18,NYK,John Wallace,Syracuse University,7,381,6143,2901,1061,281,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,-4.5,-3.8
19,NYK,Walter McCarty,University of Kentucky,10,593,10374,3056,1554,670,0.392,0.346,0.698,17.5,5.2,2.6,1.1,13.7,0.064,-1.4,1.7
20,CLE,Zydrunas Ilgauskas,,13,843,22965,10976,6191,955,0.476,0.31,0.78,27.2,13,7.3,1.1,66.3,0.139,0.3,13
21,NYK,Dontae' Jones,Mississippi State University,1,15,91,44,9,5,0.333,0.261,,6.1,2.9,0.6,0.3,-0.3,-0.175,-11.8,-0.2
22,VAN,Roy Rogers,University of Alabama,3,137,2309,652,483,57,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035,-3.3,-0.7
23,DEN,Efthimi Rentzias,,1,35,144,52,26,7,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.058,-4.7,-0.1
24,LAL,Derek Fisher,University of Arkansas at Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091,-0.9,9.3
25,UTA,Martin Muursepp,,2,83,951,389,181,50,0.425,0.323,0.693,11.5,4.7,2.2,0.6,2,0.1,-1.2,0.2
26,DET,Jerome Williams,Georgetown University,9,587,12755,3865,3743,474,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,0.8,9
27,ORL,Brian Evans,Indiana University,3,102,1097,375,164,77,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-2.2,-0.1
28,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,0.472,0,0.554,7.1,3.4,1.9,0.4,-0.8,-0.074,-8,-0.8
29,CHI,Travis Knight,University of Connecticut,7,371,4566,1276,1160,224,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-1.3,0.8
30,HOU,Othella Harrington,Georgetown University,12,709,13924,5212,3130,443,0.505,0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,-3.1,-4
31,PHI,Mark Hendrickson,Washington State University,4,114,1508,381,316,63,0.416,0.167,0.803,13.2,3.3,2.8,0.6,2.1,0.067,-4.1,-0.8
32,PHI,Ryan Minor,University of Oklahoma,,,,,,,,,,,,,,,,,
33,MIL,Moochie Norris,University of West Florida,9,445,7640,2272,868,1233,0.401,0.286,0.74,17.2,5.1,2,2.8,10,0.063,-2.1,-0.1
34,DAL,Shawn Harvey,West Virginia State University,,,,,,,,,,,,,,,,,
35,SEA,Joseph Blair,University of Arizona,,,,,,,,,,,,,,,,,
36,LAC,Doron Sheffer,University of Connecticut,,,,,,,,,,,,,,,,,
37,DEN,Jeff McInnis,University of North Carolina,11,576,15927,5396,1170,2514,0.431,0.328,0.796,27.7,9.4,2,4.4,23.1,0.07,-2.6,-2.5
38,BOS,Steve Hamer,University of Tennessee,1,35,268,76,60,7,0.526,0,0.552,7.7,2.2,1.7,0.2,0.2,0.031,-7.5,-0.4
39,PHO,Russ Millard,University of Iowa,,,,,,,,,,,,,,,,,
40,GSW,Marcus Mann,Mississippi Valley State University,,,,,,,,,,,,,,,,,
41,SAC,Jason Sasser,Texas Tech University,2,14,108,30,15,4,0.412,0.333,0.5,7.7,2.1,1.1,0.3,0,-0.014,-7,-0.1
42,HOU,Randy Livingston,Louisiana State University,11,203,2684,773,282,415,0.406,0.351,0.771,13.2,3.8,1.4,2,2.3,0.041,-3.7,-1.2
43,PHO,Ben Davis,University of Arizona,4,40,154,54,53,5,0.356,,0.462,3.9,1.4,1.3,0.1,0.1,0.04,-6,-0.2
44,CHH,Malik Rose,Drexel University,13,813,13404,5003,3371,684,0.437,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095,-1.4,2
45,SEA,Joe Vogel,Colorado State University,,,,,,,,,,,,,,,,,
46,POR,Marcus Brown,Murray State University,2,27,229,92,22,23,0.381,0.333,0.714,8.5,3.4,0.8,0.9,0.3,0.066,-3.2,-0.1
47,SEA,Ron Riley,Arizona State University,,,,,,,,,,,,,,,,,
48,PHI,Jamie Feick,Michigan State University,5,201,4316,911,1437,139,0.424,0.4,0.629,21.5,4.5,7.1,0.7,8.2,0.091,-1.7,0.4
49,ORL,Amal McCaskill,Marquette University,4,114,968,204,213,36,0.377,0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,-4.4,-0.6
50,HOU,Terrell Bell,University of Georgia,,,,,,,,,,,,,,,,,
51,VAN,Chris Robinson,Western Kentucky University,2,76,1095,350,117,104,0.376,0.374,0.571,14.4,4.6,1.5,1.4,-0.1,-0.003,-4.1,-0.6
52,IND,Mark Pope,University of Kentucky,6,153,1634,285,261,63,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,-3.2,-0.5
53,MIL,Jeff Nordgaard,University of Wisconsin-Green Bay,1,13,48,18,14,3,0.278,,0.889,3.7,1.4,1.1,0.2,0,0.043,-6.8,-0.1
54,UTA,Shandon Anderson,University of Georgia,10,719,15946,5327,2252,1007,0.457,0.316,0.739,22.2,7.4,3.1,1.4,23.6,0.071,-0.8,4.9
55,WSB,Ronnie Henderson,Louisiana State University,,,,,,,,,,,,,,,,,
56,CLE,Reggie Geary,University of Arizona,2,101,931,209,82,110,0.344,0.328,0.493,9.2,2.1,0.8,1.1,0.6,0.032,-3.2,-0.3
57,SEA,Drew Barry,Georgia Institute of Technology,3,60,598,134,67,111,0.417,0.381,0.774,10,2.2,1.1,1.9,0.6,0.051,-4.5,-0.4
58,DAL,Darnell Robinson,University of Arkansas,,,,,,,,,,,,,,,,,
1,GSW,Joe Smith,University of Maryland,16,1030,27022,11208,6575,1010,0.455,0.238,0.79,26.2,10.9,6.4,1,60.3,0.107,-1.1,5.9
2,LAC,Antonio McDyess,University of Alabama,15,1015,28053,12227,7638,1300,0.497,0.117,0.67,27.6,12,7.5,1.3,69.8,0.119,0.3,16.4
3,PHI,Jerry Stackhouse,University of North Carolina,18,970,30222,16409,3067,3240,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,-0.3,12.8
4,WSB,Rasheed Wallace,University of North Carolina,16,1109,36243,16006,7404,1994,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.1,37.5
5,MIN,Kevin Garnett,,21,1462,50418,26071,14662,5445,0.497,0.275,0.789,34.5,17.8,10,3.7,191.4,0.182,5.4,94
6,VAN,Bryant Reeves,Oklahoma State University,6,395,12071,4945,2745,623,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13,0.052,-2.6,-1.8
7,TOR,Damon Stoudamire,University of Arizona,13,878,29106,11763,3039,5371,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.1,15.4
8,POR,Shawn Respert,Michigan State University,4,172,2350,851,226,177,0.414,0.34,0.816,13.7,4.9,1.3,1,2.1,0.043,-3.6,-0.9
9,NJN,Ed O'Bannon,"University of California, Los Angeles",2,128,2062,634,316,102,0.367,0.222,0.755,16.1,5,2.5,0.8,1.1,0.025,-3.8,-1
10,MIA,Kurt Thomas,Texas Christian University,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.1,13.2
11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,0.501,0.08,0.643,19.5,8.6,4.5,1,23.2,0.113,-1.3,1.7
12,DAL,Cherokee Parks,Duke University,9,472,7459,2056,1703,265,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076,-2,-0.1
13,SAC,Corliss Williamson,University of Arkansas,12,822,18749,9147,3183,972,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,-2.4,-1.9
14,BOS,Eric Williams,Providence College,12,658,15731,5642,2139,936,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,-2.4,-1.8
15,DEN,Brent Barry,Oregon State University,14,912,23643,8488,2780,2892,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,2.6,27.2
16,ATL,Alan Henderson,Indiana University,12,652,13780,5094,3249,397,0.469,0.192,0.639,21.1,7.8,5,0.6,28,0.097,-1.7,1.1
17,CLE,Bob Sura,Florida State University,10,657,15597,5654,2240,2474,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,0.3,9.2
18,DET,Theo Ratliff,University of Wyoming,16,810,20500,5809,4596,465,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,0.9,15.1
19,DET,Randolph Childress,Wake Forest University,2,51,405,124,25,49,0.328,0.273,0.8,7.9,2.4,0.5,1,-0.2,-0.026,-6.4,-0.4
20,CHI,Jason Caffey,University of Alabama,8,462,9045,3368,2022,420,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-2.7,-1.6
21,PHO,Michael Finley,University of Wisconsin,15,1103,37996,17306,4804,3245,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1,29.2
22,CHH,George Zidek,"University of California, Los Angeles",3,135,1328,453,286,32,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,-7.5,-1.9
23,IND,Travis Best,Georgia Institute of Technology,10,708,15150,5376,1249,2444,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.9,4
24,DAL,Loren Meyer,Iowa State University,3,140,2044,645,480,77,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,-6.2,-2.2
25,ORL,David Vaughn,University of Memphis,4,118,1156,341,361,36,0.423,0,0.638,9.8,2.9,3.1,0.3,0.6,0.026,-5.5,-1
26,SEA,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,0.375,0.16,0.765,5,3.2,0.9,0.2,0.4,0.124,-4.9,-0.1
27,PHO,Mario Bennett,Arizona State University,4,68,606,269,182,24,0.534,0.333,0.511,8.9,4,2.7,0.4,1.9,0.153,0.3,0.3
28,UTA,Greg Ostertag,University of Kansas,11,756,14753,3512,4145,443,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,0.7,10
29,SAS,Cory Alexander,University of Virginia,7,307,4847,1677,481,834,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3,0.03,-2.2,-0.2
30,DET,Lou Roe,University of Massachusetts Amherst,2,66,479,130,92,21,0.333,0.25,0.647,7.3,2,1.4,0.3,0,-0.001,-5.7,-0.5
31,CHI,Dragan Tarlac,,1,43,598,103,122,31,0.394,,0.758,13.9,2.4,2.8,0.7,-0.2,-0.016,-6.3,-0.7
32,WSB,Terrence Rencher,University of Texas at Austin,1,36,405,106,44,54,0.33,0.31,0.674,11.3,2.9,1.2,1.5,-0.2,-0.021,-5.5,-0.4
33,BOS,Junior Burrough,University of Virginia,1,61,495,189,109,15,0.376,,0.656,8.1,3.1,1.8,0.2,-0.2,-0.018,-7.9,-0.7
34,GSW,Andrew DeClercq,University of Florida,10,587,9847,2815,2488,339,0.507,0,0.621,16.8,4.8,4.2,0.6,19.3,0.094,-1,2.4
35,TOR,Jimmy King,University of Michigan,2,64,890,285,112,90,0.429,0.147,0.691,13.9,4.5,1.8,1.4,0,0.001,-5.5,-0.8
36,VAN,Lawrence Moten,Syracuse University,3,119,1814,747,181,182,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0,0.001,-3.7,-0.8
37,LAL,Frankie King,Western Carolina University,2,13,79,27,16,7,0.357,0.333,0.75,6.1,2.1,1.2,0.5,0,0.025,-4.2,0
38,MIL,Rashard Griffith,University of Wisconsin,,,,,,,,,,,,,,,,,
39,CLE,Donny Marshall,University of Connecticut,5,119,919,293,121,36,0.321,0.336,0.681,7.7,2.5,1,0.3,0.9,0.045,-4.7,-0.6
40,GSW,Dwayne Whitfield,Jackson State University,1,8,122,40,25,2,0.433,,0.636,15.3,5,3.1,0.3,0,0.01,-8.5,-0.2
41,HOU,Erik Meek,Duke University,,,,,,,,,,,,,,,,,
42,ATL,Donnie Boyce,University of Colorado,2,30,195,79,25,16,0.349,0.25,0.5,6.5,2.6,0.8,0.5,-0.3,-0.064,-5.6,-0.2
43,MIL,Eric Snow,Michigan State University,13,846,23132,5791,2141,4245,0.424,0.208,0.763,27.3,6.8,2.5,5,43.4,0.09,-1.3,4.3
44,DEN,Anthony Pelle,"California State University, Fresno",,,,,,,,,,,,,,,,,
45,ATL,Troy Brown,Providence College,,,,,,,,,,,,,,,,,
46,MIA,George Banks,University of Texas at El Paso,,,,,,,,,,,,,,,,,
47,SAC,Tyus Edney,"University of California, Los Angeles",4,226,4743,1728,393,910,0.405,0.322,0.806,21,7.6,1.7,4,6.8,0.068,-2.7,-0.9
48,MIN,Mark Davis,Texas Tech University,5,230,3681,1261,697,294,0.442,0.246,0.655,16,5.5,3,1.3,2.3,0.03,-1.7,0.3
49,MIN,Jerome Allen,University of Pennsylvania,2,117,1305,336,123,201,0.35,0.317,0.63,11.2,2.9,1.1,1.7,0.2,0.006,-4.2,-0.7
50,GSW,Martin Lewis,Seward County Community College,2,25,239,89,35,7,0.473,0.3,0.593,9.6,3.6,1.4,0.3,0.1,0.026,-5.8,-0.2
51,SAC,Dejan Bodiroga,,,,,,,,,,,,,,,,,,
52,IND,Fred Hoiberg,Iowa State University,10,541,9978,2944,1438,846,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,0.7,6.9
53,LAC,Constantin Popa,University of Miami,,,,,,,,,,,,,,,,,
54,SEA,Aurelijius Zukauskas,,,,,,,,,,,,,,,,,,
55,GSW,Michael McDonald,University of New Orleans,1,1,4,0,1,0,,,,4,0,1,0,-0.1,-0.638,-23.4,0
56,PHO,Chris Carr,Southern Illinois University,6,297,4505,1988,658,294,0.416,0.338,0.807,15.2,6.7,2.2,1,3.9,0.042,-4.1,-2.4
57,ATL,Cuonzo Martin,Purdue University,2,7,32,9,3,3,0.25,0.6,0,4.6,1.3,0.4,0.4,-0.1,-0.151,-8.6,-0.1
58,DET,Don Reid,Georgetown University,8,403,5374,1454,1169,143,0.53,0,0.658,13.3,3.6,2.9,0.4,13.7,0.123,-0.2,2.4
1,MIL,Glenn Robinson,Purdue University,11,688,25346,14234,4189,1879,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075,-0.4,10.3
2,DAL,Jason Kidd,University of California,19,1391,50111,17529,8725,12091,0.4,0.349,0.785,36,12.6,6.3,8.7,138.6,0.133,4.2,78.2
3,DET,Grant Hill,Duke University,18,1026,34776,17137,6169,4252,0.483,0.314,0.769,33.9,16.7,6,4.1,99.9,0.138,2.8,42.5
4,MIN,Donyell Marshall,University of Connecticut,15,957,25027,10716,6376,1305,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59,0.113,1,19.1
5,WSB,Juwan Howard,University of Michigan,19,1208,36654,16159,7428,2663,0.469,0.12,0.764,30.3,13.4,6.1,2.2,59.4,0.078,-0.9,10.1
6,PHI,Sharone Wright,Clemson University,4,203,4531,1974,1023,118,0.456,0.083,0.618,22.3,9.7,5,0.6,1.4,0.015,-5.6,-4.1
7,LAC,Lamond Murray,University of California,11,736,18477,8286,3033,978,0.43,0.36,0.759,25.1,11.3,4.1,1.3,19.8,0.052,-1.7,1.4
8,SAC,Brian Grant,Xavier University,12,756,21417,7933,5622,923,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,0.122,-0.1,10.4
9,BOS,Eric Montross,University of North Carolina,8,465,8479,2071,2159,207,0.49,0,0.478,18.2,4.5,4.6,0.4,8.5,0.048,-3.4,-3
10,LAL,Eddie Jones,Temple University,14,954,32778,14155,3857,2812,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147,3.5,45.1
11,SEA,Carlos Rogers,Tennessee State University,8,298,5654,2196,1272,182,0.536,0.258,0.562,19,7.4,4.3,0.6,11.1,0.095,-1.8,0.2
12,MIA,Khalid Reeves,University of Arizona,6,277,5837,2167,580,886,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,0.069,-1.6,0.6
13,DEN,Jalen Rose,University of Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,-0.3,11.9
14,NJN,Yinka Dare,George Washington University,4,110,1002,233,281,4,0.396,,0.57,9.1,2.1,2.6,0,-0.7,-0.033,-9.8,-2
15,IND,Eric Piatkowski,University of Nebraska,14,789,14613,5919,1716,778,0.434,0.399,0.839,18.5,7.5,2.2,1,31,0.102,-0.5,5.5
16,GSW,Clifford Rozier,University of Louisville,4,173,2984,827,897,98,0.496,0.182,0.465,17.2,4.8,5.2,0.6,3.9,0.063,-2.1,-0.1
17,POR,Aaron McKie,Temple University,13,793,19156,5871,2587,2126,0.438,0.35,0.779,24.2,7.4,3.3,2.7,40,0.1,0.7,12.9
18,MIL,Eric Mobley,University of Pittsburgh,3,113,1570,440,351,57,0.541,0.75,0.475,13.9,3.9,3.1,0.5,1.1,0.034,-4,-0.8
19,DAL,Tony Dumas,University of Missouri-Kansas City,4,156,2222,1140,198,186,0.404,0.327,0.608,14.2,7.3,1.3,1.2,1.3,0.027,-4.8,-1.6
20,PHI,B.J. Tyler,University of Texas at Austin,1,55,809,195,62,174,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039,-7.2,-1.1
21,CHI,Dickey Simpkins,Providence College,7,327,5201,1388,1187,305,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044,-3.8,-2.3
22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,0.444,0.222,0.743,11,2.7,2,0.4,1.6,0.047,-3.6,-0.6
23,PHO,Wesley Person,Auburn University,11,733,20727,8192,2402,1234,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44,0.102,0.6,13.8
24,NYK,Monty Williams,University of Notre Dame,9,456,7624,2884,1296,544,0.481,0.111,0.665,16.7,6.3,2.8,1.2,11.4,0.072,-1.8,0.5
25,LAC,Greg Minor,University of Louisville,5,277,5144,1902,741,384,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077,-2.2,-0.3
26,NYK,Charlie Ward,Florida State University,11,630,14080,3947,1648,2539,0.408,0.364,0.771,22.3,6.3,2.6,4,33,0.113,1.8,13.3
27,ORL,Brooks Thompson,Oklahoma State University,4,168,1714,760,158,281,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2,0.057,-1.7,0.1
28,DAL,Deon Thomas,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,,,
29,PHO,Antonio Lang,Duke University,6,143,1395,329,210,50,0.455,0,0.719,9.8,2.3,1.5,0.3,1.7,0.057,-2.8,-0.3
30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058,-2.2,-1
31,ORL,Rodney Dent,University of Kentucky,,,,,,,,,,,,,,,,,
32,WSB,Jim McIlvaine,Marquette University,7,401,5927,1072,1243,105,0.446,0.1,0.551,14.8,2.7,3.1,0.3,9.4,0.076,-0.1,2.8
33,PHI,Derrick Alston,Duquesne University,3,139,2657,751,525,94,0.489,0.143,0.487,19.1,5.4,3.8,0.7,2.6,0.047,-2.1,-0.1
34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,4,42,15,5,1,0.333,0,1,10.5,3.8,1.3,0.3,0.1,0.076,-7,-0.1
35,SAC,Michael Smith,Providence College,7,449,10552,2527,3193,661,0.538,0.143,0.529,23.5,5.6,7.1,1.5,23.4,0.107,1.3,8.7
36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,
37,SEA,Dontonio Wingfield,University of Cincinnati,4,114,1146,423,275,76,0.389,0.309,0.721,10.1,3.7,2.4,0.7,1.8,0.074,-1.4,0.2
38,CHH,Darrin Hancock,University of Kansas,3,133,1395,467,169,89,0.53,0.333,0.579,10.5,3.5,1.3,0.7,1.1,0.038,-3.4,-0.5
39,GSW,Anthony Miller,Michigan State University,8,181,1637,510,488,66,0.51,0.25,0.576,9,2.8,2.7,0.4,3.8,0.11,-2.4,-0.2
40,MIA,Jeff Webster,University of Oklahoma,1,11,58,18,7,3,0.348,0.333,,5.3,1.6,0.6,0.3,0,-0.03,-5.8,-0.1
41,IND,William Njoku,,,,,,,,,,,,,,,,,,
42,CLE,Gary Collier,University of Tulsa,,,,,,,,,,,,,,,,,
43,POR,Shawnelle Scott,St. John's University,4,105,634,189,228,20,0.464,,0.465,6,1.8,2.2,0.2,1.3,0.101,-3.1,-0.2
44,IND,Damon Bailey,Indiana University,,,,,,,,,,,,,,,,,
45,GSW,Dwayne Morton,University of Louisville,1,41,395,167,58,18,0.388,0.36,0.682,9.6,4.1,1.4,0.4,0.2,0.025,-5.1,-0.3
46,MIL,Voshon Lenard,University of Minnesota,11,565,15349,6745,1609,1180,0.415,0.384,0.787,27.2,11.9,2.8,2.1,29.6,0.093,-0.3,6.7
47,UTA,Jamie Watson,University of South Carolina,4,102,1248,323,149,117,0.468,0.316,0.694,12.2,3.2,1.5,1.1,1.2,0.045,-1,0.3
48,DET,Jevon Crudup,University of Missouri,,,,,,,,,,,,,,,,,
49,CHI,Kris Bruton,Benedict College,,,,,,,,,,,,,,,,,
50,PHO,Charles Claxton,University of Georgia,1,3,7,2,2,0,0.5,,0,2.3,0.7,0.7,0,0,-0.179,-11.1,0
51,SAC,Lawrence Funderburke,Ohio State University,7,318,4726,2031,1142,183,0.506,0.118,0.675,14.9,6.4,3.6,0.6,12.9,0.131,-2.2,-0.2
52,PHO,Anthony Goldwire,University of Houston,8,266,4951,1667,359,737,0.407,0.386,0.792,18.6,6.3,1.3,2.8,6.4,0.062,-3.3,-1.6
53,HOU,Albert Burditt,University of Texas at Austin,,,,,,,,,,,,,,,,,
54,SEA,Zeljko Rebraca,,5,215,3280,1276,688,88,0.527,,0.792,15.3,5.9,3.2,0.4,8.3,0.121,-2.5,-0.4
