Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
23,NJN,Josh Boone,University of Connecticut,4,256,4482,1340,1258,125,0.544,,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-1.9,0.1
24,MEM,Kyle Lowry,Villanova University,13,841,26290,12146,3565,5118,0.424,0.367,0.805,31.3,14.4,4.2,6.1,85.3,0.156,3.8,38.6
25,CLE,Shannon Brown,Michigan State University,9,408,7329,3118,760,458,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,-2.3,-0.6
26,LAL,Jordan Farmar,"University of California, Los Angeles",10,504,9840,3888,958,1453,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-1.4,1.6
27,PHO,Sergio Rodriguez,,5,353,5281,1747,525,1183,0.409,0.337,0.739,15,4.9,1.5,3.4,4.3,0.039,-3.2,-1.6
28,DAL,Maurice Ager,Michigan State University,4,82,505,169,46,19,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-10.4,-1.1
29,NYK,Mardy Collins,Temple University,4,189,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.9,-2
30,POR,Joel Freeland,,3,151,1821,477,518,65,0.459,0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-2.5,-0.2
31,POR,James White,University of Cincinnati,3,67,583,182,68,35,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062,-3.4,-0.2
32,HOU,Steve Novak,Marquette University,11,467,5657,2177,591,132,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,-0.9,1.6
33,ATL,Solomon Jones,University of South Florida,8,281,3092,839,654,99,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-2.9,-0.7
34,LAC,Paul Davis,Michigan State University,4,82,702,217,158,32,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.7,-0.5
35,TOR,P.J. Tucker,University of Texas at Austin,8,562,16097,4186,3224,804,0.424,0.36,0.743,28.6,7.4,5.7,1.4,28.4,0.085,0.8,11.4
36,MIN,Craig Smith,Boston College,6,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.5,0.9
37,MIN,Bobby Jones,University of Washington,2,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-3.5,-0.3
38,GSW,Kosta Perovic,,1,7,38,10,13,1,0.3,,0.667,5.4,1.4,1.9,0.1,0,0.06,-6.7,0
39,MIL,David Noel,University of North Carolina,1,68,792,184,123,65,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.4,-0.3
40,SEA,Denham Brown,University of Connecticut,,,,,,,,,,,,,,,,,
41,ORL,James Augustine,University of Illinois at Urbana-Champaign,2,27,156,42,33,4,0.514,,0.5,5.8,1.6,1.2,0.1,0.3,0.101,-2.2,0
42,CLE,Daniel Gibson,University of Texas at Austin,7,397,9316,3115,792,775,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,-1,2.3
43,NOK,Marcus Vinicius,,2,26,172,50,19,7,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3.6,-0.1
44,ORL,Lior Eliyahu,,,,,,,,,,,,,,,,,,
45,IND,Alexander Johnson,Florida State University,2,102,1302,439,275,30,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.3,-0.7
46,UTA,Dee Brown,University of Illinois at Urbana-Champaign,2,68,711,140,69,119,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008,-4.1,-0.4
47,UTA,Paul Millsap,Louisiana Tech University,13,925,27128,13072,6850,2119,0.491,0.332,0.733,29.3,14.1,7.4,2.3,86.6,0.153,3.2,35.8
48,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,,,,,
49,DEN,Leon Powe,University of California,5,239,3320,1484,911,78,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,-2.3,-0.2
50,CHA,Ryan Hollins,"University of California, Los Angeles",10,518,6134,1913,1140,151,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-2.6,-1
51,LAL,Cheikh Samb,,2,22,114,22,31,1,0.25,0,0.444,5.2,1,1.4,0,-0.1,-0.056,-9.2,-0.2
52,LAC,Guillermo Diaz,University of Miami,1,6,18,5,2,1,0.25,0,0.6,3,0.8,0.3,0.2,0,0.033,-5.9,0
53,SEA,Yotam Halperin,,,,,,,,,,,,,,,,,,
54,NJN,Hassan Adams,University of Arizona,2,73,547,185,84,14,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-4.4,-0.3
55,CLE,Ejike Ugboaja,,,,,,,,,,,,,,,,,,
56,TOR,Edin Bavcic,,,,,,,,,,,,,,,,,,
57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,
58,DAL,J.R. Pinnock,George Washington University,,,,,,,,,,,,,,,,,
59,SAS,Damir Markota,,1,30,170,51,31,6,0.365,0.375,0.636,5.7,1.7,1,0.2,-0.2,-0.07,-9,-0.3
60,DET,Will Blalock,Iowa State University,1,14,166,25,15,17,0.3,0.2,1,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.7,-0.2
1,MIL,Andrew Bogut,University of Utah,13,694,19728,6769,6057,1535,0.535,0.12,0.556,28.4,9.8,8.7,2.2,50.3,0.122,2.3,21.6
2,ATL,Marvin Williams,University of North Carolina,14,999,28605,10491,5297,1295,0.443,0.362,0.806,28.6,10.5,5.3,1.3,62.4,0.105,-0.2,12.9
3,UTA,Deron Williams,University of Illinois at Urbana-Champaign,12,845,28865,13804,2619,6819,0.445,0.357,0.822,34.2,16.3,3.1,8.1,77.3,0.129,1.3,23.8
4,NOH,Chris Paul,Wake Forest University,14,931,32771,17319,4169,9028,0.47,0.37,0.868,35.2,18.6,4.5,9.7,169,0.248,7.3,77.3
5,CHA,Raymond Felton,University of North Carolina,14,958,28686,10805,2856,5081,0.412,0.328,0.79,29.9,11.3,3,5.3,39.8,0.067,-0.6,10
6,POR,Martell Webster,,10,580,13914,5056,1811,588,0.418,0.382,0.791,24,8.7,3.1,1,24.7,0.085,-0.7,4.6
7,TOR,Charlie Villanueva,University of Connecticut,11,656,13578,6808,3019,549,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-1.8,0.6
8,NYK,Channing Frye,University of Arizona,13,883,19706,7754,3993,860,0.441,0.387,0.822,22.3,8.8,4.5,1,38.9,0.095,-0.2,8.9
9,GSW,Ike Diogu,Arizona State University,6,225,2795,1348,689,69,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112,-4.8,-2
10,LAL,Andrew Bynum,,8,418,10690,4822,3221,490,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.3,9
11,ORL,Fran Vazquez,,,,,,,,,,,,,,,,,,
12,LAC,Yaroslav Korolev,,2,34,168,39,16,13,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-6.4,-0.2
13,CHA,Sean May,University of North Carolina,4,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-2.4,-0.2
14,MIN,Rashad McCants,University of North Carolina,4,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,-2.5,-0.6
15,NJN,Antoine Wright,Texas A&M University,6,297,5714,1614,681,295,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,-3.1,-1.5
16,TOR,Joey Graham,Oklahoma State University,6,377,6117,2239,1058,207,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.8,-2.8
17,IND,Danny Granger,University of New Mexico,10,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.5,16.1
18,BOS,Gerald Green,,12,643,12795,6303,1609,593,0.418,0.361,0.816,19.9,9.8,2.5,0.9,18,0.068,-2.5,-1.5
19,MEM,Hakim Warrick,Syracuse University,8,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-3.1,-2.9
20,DEN,Julius Hodge,North Carolina State University,2,23,98,28,15,18,0.44,,0.5,4.3,1.2,0.7,0.8,0,0.003,-4.5,-0.1
21,PHO,Nate Robinson,University of Washington,11,618,13878,6807,1446,1826,0.423,0.36,0.796,22.5,11,2.3,3,27.8,0.096,0.2,7.8
22,DEN,Jarrett Jack,Georgia Institute of Technology,13,867,24140,9349,2487,3952,0.44,0.343,0.855,27.8,10.8,2.9,4.6,36.8,0.073,-1.2,5.1
23,SAC,Francisco Garcia,University of Louisville,10,549,11853,4323,1400,747,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,-0.3,4.9
24,HOU,Luther Head,University of Illinois at Urbana-Champaign,6,348,7797,2842,845,747,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,-0.4,3.2
25,SEA,Johan Petro,,8,473,7262,2202,1836,227,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,-4.2,-4
26,DET,Jason Maxiell,University of Cincinnati,10,618,11379,3481,2576,266,0.495,0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2,0.1
27,POR,Linas Kleiza,University of Missouri,7,409,8185,3561,1470,321,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,-2.4,-0.9
28,SAS,Ian Mahinmi,,11,577,9492,2911,2466,307,0.539,0.05,0.611,16.5,5,4.3,0.5,24.7,0.125,-0.3,4
29,MIA,Wayne Simien,University of Kansas,2,51,507,169,99,11,0.469,,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.8,-0.4
30,NYK,David Lee,University of Florida,12,829,24293,11232,7320,1825,0.535,0.034,0.772,29.3,13.5,8.8,2.2,76,0.15,1.6,22.3
31,ATL,Salim Stoudamire,University of Arizona,3,157,2672,1260,214,164,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,-5.1,-2.1
32,LAC,Daniel Ewing,Duke University,2,127,1683,431,158,174,0.389,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024,-3.7,-0.7
33,NOH,Brandon Bass,Louisiana State University,12,758,16410,6575,3448,608,0.499,0.207,0.832,21.6,8.7,4.5,0.8,42.8,0.125,-1.1,3.7
34,UTA,C.J. Miles,,14,831,16953,7967,1983,895,0.411,0.358,0.809,20.4,9.6,2.4,1.1,29.6,0.084,-1,4.2
35,POR,Ricky Sanchez,,,,,,,,,,,,,,,,,,
36,MIL,Ersan Ilyasova,,11,727,17459,7757,4250,845,0.443,0.366,0.774,24,10.7,5.8,1.2,44.3,0.122,-0.1,8.4
37,LAL,Ronny Turiaf,Gonzaga University,10,473,8020,2209,1757,618,0.533,0,0.636,17,4.7,3.7,1.3,19.2,0.115,1,6
38,ORL,Travis Diener,Marquette University,5,179,2660,854,243,432,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-1.8,0.1
39,LAL,Von Wafer,Florida State University,6,200,2475,1054,234,146,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064,-3.2,-0.7
40,GSW,Monta Ellis,,12,833,29011,14858,2874,3856,0.451,0.314,0.772,34.8,17.8,3.5,4.6,41.9,0.069,-0.3,12.3
41,TOR,Roko Ukic,,2,85,987,341,78,165,0.387,0.189,0.746,11.6,4,0.9,1.9,-0.2,-0.007,-5.4,-0.8
42,GSW,Chris Taft,University of Pittsburgh,1,17,144,47,36,2,0.605,,0.167,8.5,2.8,2.1,0.1,0.5,0.155,-1.3,0
43,NJN,Mile Ilic,,1,5,6,0,1,0,0,,,1.2,0,0.2,0,-0.2,-1.264,-53.6,-0.1
44,ORL,Martynas Andriuskevicius,,1,6,9,0,4,0,0,,,1.5,0,0.7,0,0,0.155,0.1,0
45,PHI,Louis Williams,,14,918,22531,12941,2001,3000,0.42,0.349,0.839,24.5,14.1,2.2,3.3,58.2,0.124,0.2,12.6
46,IND,Erazem Lorbek,,,,,,,,,,,,,,,,,,
47,MIN,Bracey Wright,Indiana University,2,26,325,129,39,20,0.405,0.324,0.794,12.5,5,1.5,0.8,0.5,0.068,-3.7,-0.1
48,SEA,Mickael Gelabale,,3,145,2348,670,330,115,0.47,0.316,0.815,16.2,4.6,2.3,0.8,3,0.062,-1.9,0
49,WAS,Andray Blatche,,9,564,12462,5706,3024,798,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074,-0.3,5.4
50,BOS,Ryan Gomes,Providence College,8,487,13463,4926,2239,712,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,-1.3,2.3
51,UTA,Robert Whaley,Walsh University,1,23,212,49,43,17,0.404,,0.5,9.2,2.1,1.9,0.7,0,0.004,-3.5,-0.1
52,DEN,Axel Hervelle,,,,,,,,,,,,,,,,,,
53,BOS,Orien Greene,University of Louisiana at Lafayette,4,131,1555,326,195,155,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,-3.8,-0.7
54,NYK,Dijon Thompson,"University of California, Los Angeles",2,16,93,45,19,3,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102,-4.3,-0.1
55,SEA,Lawrence Roberts,Mississippi State University,2,87,1150,334,310,35,0.452,0,0.688,13.2,3.8,3.6,0.4,2.5,0.106,-1.4,0.2
56,DET,Amir Johnson,,14,858,18166,6049,4643,1058,0.571,0.339,0.672,21.2,7.1,5.4,1.2,55,0.145,2.5,20.8
57,PHO,Marcin Gortat,,12,806,20691,7951,6407,915,0.551,0.15,0.68,25.7,9.9,7.9,1.1,61.3,0.142,0.7,14.2
58,TOR,Uros Slokar,,1,20,72,38,14,1,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.042,-7,-0.1
59,ATL,Cenk Akyol,,,,,,,,,,,,,,,,,,
60,DET,Alex Acker,Pepperdine University,2,30,234,81,29,16,0.37,0.32,0.5,7.8,2.7,1,0.5,-0.2,-0.043,-6.9,-0.3
1,ORL,Dwight Howard,,15,1044,35984,18114,13184,1535,0.583,0.095,0.567,34.5,17.4,12.6,1.5,128.9,0.172,2.4,39.8
2,CHA,Emeka Okafor,University of Connecticut,10,616,19055,7370,5967,520,0.512,0,0.586,30.9,12,9.7,0.8,45.3,0.114,-0.4,7.6
3,CHI,Ben Gordon,University of Connecticut,11,744,20366,11084,1851,1868,0.432,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,-1.1,4.7
4,LAC,Shaun Livingston,,14,818,16970,5180,1965,2461,0.485,0.178,0.795,20.7,6.3,2.4,3,29.4,0.083,-1.6,1.5
5,WAS,Devin Harris,University of Wisconsin,15,966,23632,10473,2115,3816,0.433,0.325,0.797,24.5,10.8,2.2,4,54.6,0.111,0.3,13.8
6,ATL,Josh Childress,Stanford University,8,391,10432,3548,1850,609,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118,1.3,8.6
7,PHO,Luol Deng,Duke University,15,902,30941,13361,5468,2042,0.456,0.332,0.769,34.3,14.8,6.1,2.3,74.1,0.115,0.9,22.6
8,TOR,Rafael Araujo,Brigham Young University,3,139,1585,389,395,41,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013,-6.4,-1.8
9,PHI,Andre Iguodala,University of Arizona,15,1094,36739,13392,5586,4780,0.465,0.334,0.711,33.6,12.2,5.1,4.4,95.6,0.125,2.9,45.2
10,CLE,Luke Jackson,University of Oregon,4,73,724,252,89,58,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-4.4,-0.4
11,GSW,Andris Biedrins,,10,516,11146,3247,3631,467,0.594,0,0.5,21.6,6.3,7,0.9,30.7,0.132,1.1,8.6
12,SEA,Robert Swift,,4,97,1500,416,376,20,0.506,,0.61,15.5,4.3,3.9,0.2,1.7,0.054,-4.1,-0.8
13,POR,Sebastian Telfair,,10,564,12149,4183,898,1960,0.39,0.319,0.777,21.5,7.4,1.6,3.5,5,0.02,-3.9,-5.8
14,UTA,Kris Humphries,University of Minnesota,13,800,14232,5350,4314,556,0.463,0.293,0.7,17.8,6.7,5.4,0.7,30.3,0.102,-2,0.1
15,BOS,Al Jefferson,,14,915,26299,14343,7690,1347,0.499,0.121,0.711,28.7,15.7,8.4,1.5,71,0.13,0.3,15.1
16,UTA,Kirk Snyder,"University of Nevada, Reno",4,211,3540,1333,491,241,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,-2,0
17,ATL,Josh Smith,,13,894,29000,12996,6653,2789,0.452,0.285,0.632,32.4,14.5,7.4,3.1,51,0.084,2.1,29.9
18,NOH,J.R. Smith,,15,971,26196,12131,3068,2074,0.419,0.373,0.732,27,12.5,3.2,2.1,46.4,0.085,0.2,14.5
19,MIA,Dorell Wright,,11,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.4,7.4
20,DEN,Jameer Nelson,Saint Joseph's University,14,878,24539,9940,2595,4508,0.436,0.368,0.81,27.9,11.3,3,5.1,48.3,0.094,0,12.7
21,UTA,Pavel Podkolzin,,2,6,28,4,9,0,0,,0.5,4.7,0.7,1.5,0,-0.1,-0.163,-18.8,-0.1
22,NJN,Viktor Khryapa,,4,143,2351,643,492,142,0.443,0.292,0.658,16.4,4.5,3.4,1,2,0.041,-1.8,0.1
23,POR,Sergei Monia,,1,26,343,77,52,19,0.333,0.265,0.714,13.2,3,2,0.7,-0.2,-0.025,-5.1,-0.3
24,BOS,Delonte West,Saint Joseph's University,8,432,11842,4198,1265,1540,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.5,7.6
25,BOS,Tony Allen,Oklahoma State University,14,820,18055,6654,2884,1077,0.475,0.282,0.709,22,8.1,3.5,1.3,38.7,0.103,1,13.7
26,SAC,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.137,0.1,11.3
27,LAL,Sasha Vujacic,,10,581,8908,3094,1093,748,0.39,0.367,0.858,15.3,5.3,1.9,1.3,16,0.086,-1.1,2
28,SAS,Beno Udrih,,13,831,18185,6952,1712,2858,0.463,0.349,0.833,21.9,8.4,2.1,3.4,31.4,0.083,-1.6,2
29,IND,David Harrison,University of Colorado,4,189,2686,949,549,47,0.53,,0.525,14.2,5,2.9,0.2,3.2,0.057,-3.4,-1
30,ORL,Anderson Varejao,,13,627,15051,4561,4511,734,0.51,0.024,0.631,24,7.3,7.2,1.2,46.4,0.148,1.5,13.3
31,CHI,Jackson Vroman,Iowa State University,2,87,1111,285,261,51,0.408,0,0.58,12.8,3.3,3,0.6,0,0.001,-3.9,-0.5
32,WAS,Peter John Ramos,,1,6,20,11,4,0,0.5,,0.5,3.3,1.8,0.7,0,0,-0.108,-18.3,-0.1
33,LAC,Lionel Chalmers,Xavier University,1,36,433,111,31,51,0.336,0.245,0.625,12,3.1,0.9,1.4,-0.2,-0.025,-6.3,-0.5
34,ATL,Donta Smith,Southeastern Illinois College,2,61,560,165,66,48,0.421,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043,-3.2,-0.2
35,SEA,Andre Emmett,Texas Tech University,2,14,73,20,8,1,0.462,0,0.615,5.2,1.4,0.6,0.1,0.1,0.04,-6.8,-0.1
36,ORL,Antonio Burks,University of Memphis,2,81,789,186,49,104,0.387,0.235,0.571,9.7,2.3,0.6,1.3,0.1,0.004,-6.6,-0.9
37,ATL,Royal Ivey,University of Texas at Austin,10,492,6162,1641,557,501,0.406,0.361,0.706,12.5,3.3,1.1,1,4.5,0.035,-3.8,-2.8
38,CHI,Chris Duhon,Duke University,9,606,15526,3946,1364,2690,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25,0.077,-1.5,2
39,TOR,Albert Miralles,,,,,,,,,,,,,,,,,,
40,BOS,Justin Reed,University of Mississippi,3,136,1436,472,186,68,0.404,0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,-5.9,-1.4
41,SEA,David Young,North Carolina Central University,,,,,,,,,,,,,,,,,
42,ATL,Viktor Sanikidze,,,,,,,,,,,,,,,,,,
43,NYK,Trevor Ariza,"University of California, Los Angeles",15,999,29827,10658,4834,2176,0.422,0.351,0.728,29.9,10.7,4.8,2.2,59.6,0.096,1.5,26.2
44,NOH,Tim Pickett,Florida State University,,,,,,,,,,,,,,,,,
45,CHA,Bernard Robinson,University of Michigan,3,128,1909,576,315,126,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049,-2,0
46,POR,Ha Seung-Jin,,2,46,316,70,67,3,0.519,,0.5,6.9,1.5,1.5,0.1,-0.2,-0.029,-8.3,-0.5
47,MIA,Pape Sow,"California State University, Fullerton",3,76,879,219,214,12,0.416,,0.678,11.6,2.9,2.8,0.2,0.8,0.044,-4.8,-0.6
48,SAC,Ricky Minard,Morehead State University,,,,,,,,,,,,,,,,,
49,MEM,Sergei Lishouk,,,,,,,,,,,,,,,,,,
50,DAL,Vassilis Spanoulis,,1,31,272,85,22,28,0.319,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01,-6.7,-0.3
51,NJN,Christian Drejer,University of Florida,,,,,,,,,,,,,,,,,
52,SAS,Romain Sato,Xavier University,,,,,,,,,,,,,,,,,
53,MIA,Matt Freije,Vanderbilt University,2,42,588,133,85,27,0.293,0.224,0.714,14,3.2,2,0.6,-0.6,-0.047,-6.3,-0.6
54,DET,Rickey Paulding,University of Missouri,,,,,,,,,,,,,,,,,
55,HOU,Luis Flores,Manhattan College,1,16,77,35,3,11,0.483,0.5,1,4.8,2.2,0.2,0.7,0,-0.02,-9.6,-0.1
56,LAL,Marcus Douthit,Providence College,,,,,,,,,,,,,,,,,
57,SAS,Sergei Karaulov,,,,,,,,,,,,,,,,,,
58,MIN,Blake Stepp,Gonzaga University,,,,,,,,,,,,,,,,,
59,IND,Rashad Wright,University of Georgia,,,,,,,,,,,,,,,,,
1,CLE,LeBron James,,16,1186,45817,32195,8789,8545,0.504,0.344,0.737,38.6,27.1,7.4,7.2,225.3,0.236,9.1,128.6
2,DET,Darko Milicic,,10,468,8638,2813,1971,405,0.46,0,0.574,18.5,6,4.2,0.9,7.1,0.04,-1.6,0.8
3,DEN,Carmelo Anthony,Syracuse University,16,1064,38129,25551,6938,3165,0.449,0.347,0.811,35.8,24,6.5,3,101,0.127,0.9,28
4,TOR,Chris Bosh,Georgia Institute of Technology,13,893,31936,17189,7592,1795,0.494,0.335,0.799,35.8,19.2,8.5,2,106,0.159,1.4,27.5
5,MIA,Dwyane Wade,Marquette University,16,1033,35196,22809,4841,5616,0.481,0.291,0.765,34.1,22.1,4.7,5.4,119.8,0.163,4.6,58.1
6,LAC,Chris Kaman,Central Michigan University,13,735,19642,8208,5582,921,0.489,0.042,0.743,26.7,11.2,7.6,1.3,24.6,0.06,-2,0
7,CHI,Kirk Hinrich,University of Kansas,13,879,27015,9594,2576,4245,0.411,0.375,0.8,30.7,10.9,2.9,4.8,52.5,0.093,0.2,14.7
8,MIL,T.J. Ford,University of Texas at Austin,8,429,11882,4797,1331,2495,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068,-0.8,3.6
9,NYK,Mike Sweetney,Georgetown University,4,233,3610,1516,1045,145,0.485,0,0.689,15.5,6.5,4.5,0.6,7.8,0.103,-2.1,-0.1
10,WAS,Jarvis Hayes,University of Georgia,7,427,9898,3553,1330,459,0.415,0.356,0.798,23.2,8.3,3.1,1.1,10.2,0.049,-2.9,-2.2
11,GSW,Mickael Pietrus,,10,557,11950,4629,1723,445,0.425,0.355,0.665,21.5,8.3,3.1,0.8,19.7,0.079,-0.9,3.4
12,SEA,Nick Collison,University of Kansas,14,910,18603,5359,4701,939,0.534,0.208,0.723,20.4,5.9,5.2,1,44.5,0.115,0.4,11.3
13,MEM,Marcus Banks,"University of Nevada, Las Vegas",8,348,5571,2061,519,728,0.432,0.327,0.768,16,5.9,1.5,2.1,6.6,0.057,-2.4,-0.6
14,SEA,Luke Ridnour,University of Oregon,12,830,21623,7740,1877,3713,0.431,0.349,0.862,26.1,9.3,2.3,4.5,36,0.08,-0.9,5.8
15,ORL,Reece Gaines,University of Louisville,3,71,605,123,53,50,0.324,0.269,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049,-7.7,-0.9
16,BOS,Troy Bell,Boston College,1,6,34,11,4,4,0.222,0,1,5.7,1.8,0.7,0.7,-0.2,-0.326,-14.4,-0.1
17,PHO,Zarko Cabarkapa,,3,150,1550,640,312,85,0.427,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035,-5.2,-1.3
18,NOH,David West,Xavier University,15,1034,29144,14034,6590,2273,0.495,0.265,0.817,28.2,13.6,6.4,2.2,85.9,0.141,1.5,25.8
19,UTA,Sasha Pavlovic,,10,567,8888,2787,1000,517,0.404,0.346,0.673,15.7,4.9,1.8,0.9,7,0.038,-3.4,-3.2
20,BOS,Dahntay Jones,Duke University,13,624,9799,3353,1082,529,0.439,0.329,0.751,15.7,5.4,1.7,0.8,9.9,0.048,-3.7,-4.1
21,ATL,Boris Diaw,,14,1064,28768,9139,4634,3684,0.493,0.336,0.717,27,8.6,4.4,3.5,51.6,0.086,0.7,19.5
22,NJN,Zoran Planinic,,3,148,1584,561,198,165,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,-4.2,-0.9
23,POR,Travis Outlaw,,11,622,13026,5273,1974,514,0.423,0.337,0.744,20.9,8.5,3.2,0.8,16.5,0.061,-2.3,-0.9
24,LAL,Brian Cook,University of Illinois at Urbana-Champaign,9,421,5649,2312,1115,252,0.439,0.382,0.783,13.4,5.5,2.6,0.6,10.2,0.086,-2.4,-0.6
25,DET,Carlos Delfino,,8,507,11580,4115,1815,887,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.093,0.8,8.1
26,MIN,Ndudi Ebi,,2,19,86,40,19,4,0.486,0,0.462,4.5,2.1,1,0.2,0.1,0.051,-5.4,-0.1
27,MEM,Kendrick Perkins,,14,782,17162,4214,4532,813,0.53,0,0.594,21.9,5.4,5.8,1,27.9,0.078,-0.4,7
28,SAS,Leandro Barbosa,,14,850,18386,9035,1720,1775,0.459,0.387,0.821,21.6,10.6,2,2.1,37.4,0.098,-0.4,7.4
29,DAL,Josh Howard,Wake Forest University,10,507,15350,7270,2886,817,0.448,0.332,0.77,30.3,14.3,5.7,1.6,38,0.119,0.6,10.3
30,NYK,Maciej Lampe,,3,64,632,215,142,22,0.407,0.25,0.676,9.9,3.4,2.2,0.3,-0.2,-0.014,-8.7,-1.1
31,CLE,Jason Kapono,"University of California, Los Angeles",9,509,9068,3398,844,417,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,-3,-2.3
32,LAL,Luke Walton,University of Arizona,10,564,9685,2649,1588,1317,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067,-1.2,1.9
33,MIA,Jerome Beasley,University of North Dakota,1,2,5,2,1,0,0.333,,,2.5,1,0.5,0,0,-0.117,-22.4,0
34,LAC,Sofoklis Schortsanitis,,,,,,,,,,,,,,,,,,
35,MIL,Szymon Szewczyk,,,,,,,,,,,,,,,,,,
36,CHI,Mario Austin,Mississippi State University,,,,,,,,,,,,,,,,,
37,ATL,Travis Hansen,Brigham Young University,1,41,507,123,70,19,0.354,0.3,0.815,12.4,3,1.7,0.5,0.2,0.019,-5,-0.4
38,WAS,Steve Blake,University of Maryland,13,870,20823,5662,1816,3446,0.401,0.383,0.779,23.9,6.5,2.1,4,29.1,0.067,-1.8,1.3
39,NYK,Slavko Vranes,,1,1,3,0,0,0,0,,,3,0,0,0,0,-0.371,-21.4,0
